User_ID,Calories_Consumed,Protein_Intake_g,Junk_Food_Frequency_week,Diet_Quality_Score
5648,2864,111,0,10
5649,1982,81,4,7
5650,1548,85,5,6
5651,2314,123,2,10
5652,1968,76,0,10
5653,2788,106,2,10
5654,3047,122,1,10
5655,1222,66,3,7
5656,2115,80,4,7
5657,1950,87,2,9
5658,1748,53,3,5
5659,2445,111,1,10
5660,2972,132,1,10
5661,2364,106,1,10
5662,2398,110,2,10
5663,1608,84,2,10
5664,1996,96,1,10
5665,2441,120,1,10
5666,3008,149,1,10
5667,2903,126,0,10
5668,2464,84,2,8
5669,1716,69,3,8
5670,2186,110,2,10
5671,1913,87,2,10
5672,2175,78,0,10
5673,2583,118,4,8
5674,1873,91,1,10
5675,2247,94,1,10
5676,1867,76,1,10
5677,2571,107,5,6
5678,2327,112,1,10
5679,2444,95,2,10
5680,2716,152,3,10
5681,2130,110,0,10
5682,1684,87,1,10
5683,2581,109,1,10
5684,2402,104,1,10
5685,2075,99,2,10
5686,2233,102,1,10
5687,1952,81,3,8
5688,2315,121,3,10
5689,1927,120,1,10
5690,2201,130,3,10
5691,1936,88,1,10
5692,2536,97,1,10
5693,2310,97,2,10
5694,2048,80,4,7
5695,2248,87,1,10
5696,1551,62,1,9
5697,1576,89,0,10
5698,1973,92,2,9
5699,1849,93,2,9
5700,1751,88,1,10
5701,1540,79,4,9
5702,2090,85,2,8
5703,2020,86,3,8
5704,1763,67,5,6
5705,2196,82,2,8
5706,2616,100,2,10
5707,1660,50,6,2
5708,2726,114,2,10
5709,1404,52,3,4
5710,2206,88,2,10
5711,2688,103,3,8
5712,2581,117,1,10
5713,2341,102,2,10
5714,2438,106,3,10
5715,2232,103,2,10
5716,2133,87,3,8
5717,1909,99,6,5
5718,1965,94,3,9
5719,2387,110,2,10
5720,1959,85,3,8
5721,2053,102,0,10
5722,2513,100,4,8
5723,1945,84,2,10
5724,2158,119,3,10
5725,2099,95,1,10
5726,2218,92,1,10
5727,1571,87,2,10
5728,2137,77,1,10
5729,2380,76,3,10
5730,2209,99,3,10
5731,2038,83,3,9
5732,2137,56,2,9
5733,1753,80,0,10
5734,2912,103,3,10
5735,3145,110,3,10
5736,2294,112,2,10
5737,2409,114,5,7
5738,1918,113,1,10
5739,3014,123,3,10
5740,1696,85,3,10
5741,2311,102,3,9
5742,2694,127,3,10
5743,2926,134,1,10
5744,1882,71,4,7
5745,2354,108,1,10
5746,1822,87,2,9
5747,1842,110,2,10
5748,1955,84,3,9
5749,2957,119,5,9
5750,2445,118,1,10
5751,1896,90,1,10
5752,2530,106,2,10
5753,1881,83,4,6
5754,2040,106,3,9
5755,3007,119,3,10
5756,3231,141,1,10
5757,1797,110,2,10
5758,2687,107,4,8
5759,2617,110,2,10
5760,2571,124,2,10
5761,1859,73,3,9
5762,2780,122,2,10
5763,1951,86,2,10
5764,2310,101,2,10
5765,2494,127,3,10
5766,1921,111,2,10
5767,2040,101,3,9
5768,1260,30,2,7
5769,1797,93,6,5
5770,2377,125,2,10
5771,2371,113,2,10
5772,2122,98,1,10
5773,2953,126,0,10
5774,1912,89,2,10
5775,3269,132,0,10
5776,1922,79,2,8
5777,1958,113,1,10
5778,2608,116,1,10
5779,845,40,1,9
5780,2043,92,3,7
5781,2026,97,4,6
5782,2837,109,2,10
5783,2165,111,1,10
5784,2666,134,1,10
5785,1689,84,4,8
5786,1811,86,2,10
5787,1733,106,5,7
5788,2346,119,2,10
5789,2327,100,1,10
5790,1904,104,4,8
5791,2126,69,2,10
5792,2536,92,1,10
5793,2254,91,2,10
5794,1520,72,1,10
5795,2337,101,3,9
5796,1763,86,2,9
5797,2806,122,1,10
5798,2013,96,1,10
5799,2082,81,2,10
5800,1999,86,5,5
5801,2373,95,4,7
5802,2337,126,2,10
5803,1961,70,2,9
5804,2531,115,2,10
5805,1931,88,4,8
5806,1723,55,0,10
5807,2344,91,1,10
5808,2440,126,2,10
5809,1205,68,5,6
5810,1723,63,3,8
5811,2622,86,1,10
5812,2497,129,1,10
5813,3032,151,1,10
5814,1549,60,1,10
5815,1677,99,2,9
5816,2807,113,1,10
5817,2076,105,2,9
5818,2573,83,1,10
5819,1940,79,1,10
5820,1869,78,2,10
5821,2204,79,4,5
5822,2593,115,1,10
5823,1816,91,4,10
5824,2016,100,4,10
5825,2269,108,0,10
5826,1830,104,3,9
5827,3185,137,1,10
5828,2445,105,2,10
5829,2374,118,2,10
5830,1900,96,3,10
5831,2043,84,3,8
5832,1781,68,1,10
5833,2504,127,3,10
5834,2100,96,5,5
5835,1722,76,2,10
5836,1506,75,3,6
5837,1377,67,3,9
5838,1427,47,1,9
5839,2115,100,4,7
5840,2796,139,5,9
5841,2068,74,2,9
5842,1863,73,5,6
5843,1704,65,0,10
5844,1285,83,1,10
5845,1886,89,2,10
5846,2261,108,1,10
5847,2109,92,3,10
5848,2722,119,1,10
5849,2041,64,2,9
5850,2631,118,3,10
5851,1823,79,2,9
5852,2579,123,0,10
5853,2601,95,4,8
5854,1935,85,1,10
5855,2287,72,2,10
5856,2235,96,2,10
5857,2491,106,2,10
5858,2749,111,2,10
5859,2835,145,2,10
5860,2019,95,2,10
5861,2156,100,1,10
5862,1731,61,1,9
5863,1998,86,3,7
5864,2593,102,2,10
5865,2627,111,3,10
5866,2153,129,2,10
5867,1583,69,3,7
5868,2297,82,2,9
5869,2708,121,1,10
5870,2106,88,3,7
5871,2818,110,2,10
5872,1645,94,0,10
5873,1993,85,2,10
5874,2990,114,2,9
5875,2756,98,3,7
5876,2854,94,2,10
5877,1756,112,1,10
5878,2831,104,2,10
5879,995,48,3,4
5880,2164,93,2,10
5881,2190,86,1,10
5882,2040,107,2,10
5883,1688,74,1,10
5884,1405,67,4,6
5885,2261,111,4,8
5886,2127,86,1,10
5887,2187,96,1,10
5888,2564,131,5,8
5889,2018,88,3,10
5890,1599,78,1,10
5891,2472,117,8,5
5892,2976,168,3,10
5893,2203,81,3,10
5894,2086,79,0,10
5895,2055,97,3,9
5896,2055,77,3,7
5897,2406,107,1,10
5898,3035,129,1,10
5899,2126,88,1,10
5900,1855,103,1,10
5901,2370,108,1,10
5902,2434,125,1,10
5903,1746,70,4,6
5904,2683,119,1,10
5905,2720,99,3,9
5906,2692,131,7,5
5907,2137,77,5,5
5908,2229,96,1,10
5909,1813,76,3,9
5910,2650,103,1,10
5911,1866,113,3,10
5912,1982,103,1,10
5913,2445,95,4,8
5914,2556,115,1,10
5915,1989,97,7,5
5916,1312,64,0,10
5917,2767,120,2,10
5918,2207,113,1,10
5919,3188,135,0,10
5920,2257,122,1,10
5921,1668,85,2,10
5922,2314,93,2,8
5923,1704,68,2,9
5924,2299,96,2,10
5925,2251,86,2,10
5926,2516,90,0,10
5927,2060,97,3,8
5928,1416,64,4,5
5929,1890,101,0,10
5930,1967,78,3,9
5931,1713,78,1,10
5932,2401,107,2,10
5933,1864,64,0,10
5934,1648,73,3,9
5935,1771,71,4,7
5936,1843,104,3,10
5937,2447,104,3,9
5938,2986,131,2,10
5939,2387,87,1,10
5940,2241,108,2,10
5941,2156,105,2,10
5942,2682,81,4,6
5943,2472,114,3,10
5944,2890,130,2,10
5945,2123,99,2,10
5946,2472,114,1,10
5947,2477,87,3,7
5948,3114,140,1,10
5949,2064,93,2,9
5950,2254,95,1,10
5951,3136,140,1,10
5952,2522,118,4,7
5953,2245,126,2,10
5954,2256,88,4,8
5955,2711,127,1,10
5956,2449,121,0,10
5957,2990,162,1,10
5958,2849,93,1,10
5959,2253,115,2,10
5960,1239,38,2,7
5961,2200,104,3,8
5962,1700,72,3,7
5963,1607,85,3,9
5964,1855,108,3,10
5965,1951,74,1,10
5966,2830,115,1,10
5967,1459,75,1,10
5968,2585,101,1,10
5969,1554,63,5,5
5970,2031,94,2,9
5971,3126,107,3,10
5972,1985,80,3,9
5973,1711,77,0,10
5974,1172,56,1,10
5975,2857,134,2,10
5976,1281,62,4,7
5977,1989,94,2,9
5978,2132,84,3,9
5979,1847,77,2,10
5980,2595,130,4,9
5981,2681,104,0,10
5982,2353,85,0,10
5983,1753,92,1,10
5984,2724,115,2,10
5985,1008,41,2,8
5986,2871,127,1,10
5987,2013,105,1,10
5988,1815,64,3,8
5989,1788,58,1,10
5990,2092,88,1,10
5991,2227,90,3,10
5992,1639,88,0,10
5993,2331,113,2,10
5994,2511,96,1,10
5995,1561,64,0,10
5996,2887,136,1,10
5997,1595,76,3,9
5998,2123,77,2,10
5999,2380,119,3,10
6000,2237,96,3,9
